[39.1902826],[-96.58271284],5.002811767916546,0.6563414629999897
[39.19028184],[-96.58271091],5.004033498392942,0.3200496039999905
[39.19028143],[-96.5827098],5.002113636215749,0.3234840840000004
[39.19028152],[-96.58271006],4.9977503130857635,0.6570647069999893
[39.19028174],[-96.58271044],5.00141550451495,0.3193857700000251
[39.19028214],[-96.5827113],4.999495642337757,0.320239837999992
[39.19028296],[-96.58271324],4.995132319207771,0.9633847519999961
[39.1902841],[-96.58272659],5.003509899617344,0.32030726899998285
[39.19028528],[-96.58273769],5.0001937740385545,0.4801500019999878
[39.19028644],[-96.58274676],5.003684432542543,0.32013765799999305
[39.19028752],[-96.58275432],5.000368306963754,0.32328672199997754
[39.19028871],[-96.58276076],4.994085121656575,0.656200092000006
[39.19028981],[-96.58276615],4.9911180619281845,0.32024656500001925
[39.19029084],[-96.58277064],4.989721798526588,0.32301718400000823
[39.19029204],[-96.58277419],4.997575780160563,0.6575658859999862
[39.19029318],[-96.58277704],5.000542839888953,0.3182063969999831
[39.1902943],[-96.58277962],4.9944341875069735,0.3210659619999774
[39.19029548],[-96.58278185],4.996179516758968,0.6590350730000125
[39.19029656],[-96.58278362],5.0001937740385545,0.32127897799998095
[39.19029759],[-96.58278545],4.989721798526588,0.3231834309999897
[39.19029869],[-96.5827871],4.989896331451788,0.6594794949999994
[39.19029968],[-96.58278814],5.001939103290549,0.32103466600000274
[39.19030062],[-96.58278949],4.986405672947799,0.32014458999998396
[39.19030163],[-96.58279077],4.986754738798199,0.6593152590000102
[39.19030257],[-96.58279168],4.992863391180179,0.3211838299999954
[39.19030346],[-96.5827924],4.994608720432173,0.32159398000001715
[39.19030444],[-96.58279309],4.994259654581773,0.6586543859999949
[39.19030534],[-96.58279361],4.998099378936161,0.31910206899999594
[39.19030618],[-96.58279398],5.0001937740385545,0.31962974399999666
[39.19030703],[-96.58279424],5.003684432542543,0.458944176000017
[39.19030781],[-96.58279454],5.000542839888953,0.32106469600000764
[39.19030851],[-96.58279472],5.004208031318142,0.32022600999999895
[39.19030921],[-96.582795],5.0010664386645525,0.9601265399999761
[39.19030979],[-96.58279525],5.000717372814153,0.3184189369999899
[39.19031028],[-96.58279528],5.006476959345735,0.32221486099999197
[39.19031083],[-96.58279544],5.005080695944138,0.9592870259999984
[39.19031124],[-96.58279567],5.002113636215749,0.3200773530000163
[39.19031155],[-96.58279566],5.009444019074125,0.3231678639999984
[39.19031174],[-96.58279594],5.000019241113356,0.6570237690000056
[39.19031186],[-96.58279596],5.009269486148925,0.3191653350000081
[39.19031178],[-96.58279658],4.988325535124993,1.2804556369999887
[39.19031166],[-96.58279682],5.000542839888953,0.3200779040000157
[39.19031156],[-96.58279695],5.00159003744015,0.323342982000014
[39.19031138],[-96.5827971],5.000717372814153,0.6614874930000099
[39.19031112],[-96.58279709],5.004557097168541,0.3187819110000021
[39.19031081],[-96.58279734],4.994608720432173,0.32018502700000795
[39.19031042],[-96.58279754],4.9968776484597655,0.6602846570000054
[39.19031002],[-96.58279767],4.997401247235364,0.3201720689999945
[39.19030961],[-96.58279782],4.995830450908569,0.32251454000001445
[39.19030918],[-96.58279798],4.994608720432173,0.5577530649999858
[39.19030865],[-96.5827982],4.9923397924045805,0.8983785940000075
[39.19030813],[-96.58279814],5.0001937740385545,0.3209603319999985
[39.19030769],[-96.58279816],4.997052181384965,0.23095577099999787
[39.19030726],[-96.58279843],4.989896331451788,0.34913023800001497
[39.1903068],[-96.58279836],5.000368306963754,0.32034472899999855
[39.1903064],[-96.58279835],4.9977503130857635,0.3227685640000004
[39.19030593],[-96.58279816],5.005255228869338,0.5575440469999933
[39.19030549],[-96.58279817],4.997401247235364,0.2270287850000159
[39.19030496],[-96.58279795],5.006651492270934,1.076333276000014
[39.19030453],[-96.58279771],5.008047755672529,0.22386702999997965
[39.19030398],[-96.58279752],5.006302426420534,0.8713245490000077
[39.19030347],[-96.58279728],5.009269486148925,0.32105903199999375
[39.19030301],[-96.58279705],5.009618551999323,0.3243825889999812
[39.19030251],[-96.58279677],5.0118874800269175,0.5549662509999962
[39.19030207],[-96.58279656],5.01084028247572,0.22717989099999158
[39.19030153],[-96.58279659],5.003509899617344,1.0733246160000078
[39.19030106],[-96.5827967],5.001764570365349,0.22199351300000103
[39.19030065],[-96.58279661],5.008047755672529,0.22097802499999375
[39.19030029],[-96.58279662],5.00473163009374,0.46008376199998224
[39.19029997],[-96.58279686],4.997052181384965,0.2240547369999888
[39.19029956],[-96.58279672],5.009444019074125,1.1776316490000056
[39.19029921],[-96.58279676],5.003509899617344,0.4350912730000118
[39.19029892],[-96.58279687],5.003684432542543,0.6639189429999988
[39.19029867],[-96.58279689],5.006476959345735,0.31946235199998796
[39.19029848],[-96.58279723],4.996004983833768,0.3206670840000072
[39.19029831],[-96.58279748],4.998972043562159,0.6603404990000001
[39.19029817],[-96.58279773],4.9977503130857635,0.3199818129999983
[39.19029807],[-96.58279794],4.99862297771176,0.3212603909999814
[39.19029797],[-96.58279802],5.003335366692145,0.659118952
