[39.19028358],[-96.58273811],4.997401247235364,6.738980123000005
[39.1902852],[-96.58274637],4.989547265601389,0.2539604250000025
[39.19028682],[-96.5827518],5.001764570365349,0.3215944250000007
[39.19028838],[-96.5827552],4.997401247235364,0.2258142680000219
[39.19028977],[-96.58275703],4.997052181384965,0.5540601760000072
[39.19029098],[-96.58275777],4.998972043562159,0.32436127699997996
[39.19029201],[-96.58275795],4.990943529002984,1.1792418760000203
[39.19029287],[-96.58275749],4.998972043562159,0.3202208209999924
[39.19029359],[-96.58275679],4.99862297771176,0.23133889300001442
[39.1902942],[-96.58275592],4.999146576487358,0.34809579399998825
[39.1902947],[-96.58275515],4.993386989955777,0.3245876470000155
[39.1902951],[-96.58275404],5.000542839888953,1.1741830330000198
[39.19029542],[-96.58275293],5.002462702066148,0.22207343499999865
[39.19029569],[-96.58275196],4.999146576487358,0.32360371600000803
[39.19029588],[-96.58275097],4.99879751063696,0.45926073400002565
[39.19029604],[-96.58274991],5.002462702066148,0.3203947659999926
[39.19029618],[-96.58274936],4.989721798526588,0.22597036600001275
[39.19029627],[-96.58274873],4.992688858254979,0.35465390100000604
[39.19029633],[-96.58274776],5.003335366692145,0.32428153500001144
[39.19029633],[-96.58274693],4.994608720432173,1.3752164039999855
[39.19029629],[-96.58274593],5.005255228869338,0.319086182999996
[39.19029627],[-96.58274529],4.996179516758968,0.4815021930000114
[39.19029624],[-96.5827448],4.99548138505817,0.2272404990000041
[39.19029621],[-96.58274432],4.997226714310164,1.1760653010000226
[39.1902962],[-96.58274418],4.989198199750991,0.32038103200000023
[39.19029618],[-96.58274386],4.998273911861361,0.2269144340000082
[39.19029618],[-96.58274385],4.993037924105377,0.352325608000001
[39.19029617],[-96.58274358],5.004906163018939,0.3203871820000188
[39.1902962],[-96.58274358],4.9998447081881565,0.3228445279999903
[39.19029624],[-96.58274378],4.997401247235364,0.6578661869999962
[39.19029627],[-96.58274415],4.992688858254979,0.319233478000001
[39.19029632],[-96.58274452],4.993910588731375,0.9798945719999779
[39.19029636],[-96.58274461],5.001240971589752,0.31950134799998864
[39.19029643],[-96.58274486],4.994259654581773,0.32012491400001863
[39.19029649],[-96.58274507],4.993910588731375,0.6644963270000233
[39.19029654],[-96.58274528],4.992863391180179,0.3201202980000062
[39.19029659],[-96.58274557],4.987801936349395,0.32221004999999536
[39.19029661],[-96.5827454],5.000368306963754,0.6576050420000001
[39.19029665],[-96.58274564],4.987801936349395,0.32126401900001156
[39.19029666],[-96.58274578],4.990943529002984,0.3219307679999872
[39.19029665],[-96.58274567],5.0001937740385545,0.6613973309999892
[39.19029664],[-96.58274542],5.00473163009374,0.31938175100000876
[39.19029662],[-96.5827451],5.009444019074125,0.47549900000001344
[39.19029659],[-96.58274513],4.998972043562159,0.327371831999983
[39.1902965],[-96.58274514],4.995306852132971,1.5740621369999985
[39.1902964],[-96.58274515],4.994259654581773,0.3190719640000168
[39.1902963],[-96.58274502],4.99862297771176,0.32105190199999356
[39.19029616],[-96.58274483],4.997575780160563,0.6636494230000096
[39.19029602],[-96.58274455],5.002288169140948,0.3199634709999941
[39.19029588],[-96.5827441],5.008047755672529,0.3234400320000077
[39.19029269],[-96.5827371],4.996703115534566,0.6564926449999859
[39.19028995],[-96.58273089],5.004557097168541,0.33161732600001415
[39.19028733],[-96.58272465],5.003858965467742,1.2672179740000047
[39.19028529],[-96.58271949],5.0076986898221305,0.32077312500001653
[39.19028369],[-96.58271559],5.000542839888953,0.32358359599999176
